PSC CODE,PRODUCT AND SERVICE CODE NAME,START DATE,END DATE,PRODUCT AND SERVICE CODE FULL NAME,PRODUCT AND SERVICE CODE EXCLUDES,PRODUCT AND SERVICE CODE NOTES,PRODUCT AND SERVICE CODE INICLUDES
AA95,OTHER AGRICULTURE (OPERATIONAL),11/15/1983,9/30/2011,OTHER AGRICULTURE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA95,R&D- AGRICULTURE: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,OTHER AGRICULTURE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AA96,R&D- AGRICULTURE: OTHER (MANAGEMENT/SUPPORT),10/1/2011,,OTHER AGRICULTURE  - MANAGEMENT AND SUPPORT,,,
AA96,R&D-OTHER AGRI-MGMT SUP,4/15/1991,9/30/2011,OTHER AGRICULTURE  - MANAGEMENT AND SUPPORT,,,
AA97,R&D- AGRICULTURE: OTHER (COMMERCIALIZED),10/1/2011,,,,,
AA97,R&D-OTHER AGRI-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB,COMMUNITY SERVICE/DEV. RandD,10/1/1979,,,,,
AB10,R&D-CRIME PREVENT & CONT,11/15/1980,7/31/1999,,,,
AB11,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (BASIC RESEARCH),10/1/2011,,CRIME PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB11,R&D-CRIME PREVENT & CONT-B RES,9/15/1982,9/30/2011,CRIME PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB12,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,CRIME PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB12,R&D-CRIME PREVENT & CONT-A RES/EXPL,10/15/1978,9/30/2011,CRIME PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB13,R&D-CRIME PREVENT & CONT-ADV DEV,2/15/1980,9/30/2011,CRIME PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB13,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ADVANCED DEVELOPMENT),10/1/2011,,CRIME PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB14,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),10/1/2011,,CRIME PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB14,R&D-CRIME PREVENT & CONT-ENG DEV,10/1/1991,9/30/2011,CRIME PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB15,R&D-CRIME PREVENT & CONT-OPSY DEV,10/1/1991,9/30/2011,CRIME PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB15,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,CRIME PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB16,R&D-CRIME PREVENT & CONT-MGMT SUP,3/15/1984,9/30/2011,CRIME PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB16,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (MANAGEMENT/SUPPORT),10/1/2011,,CRIME PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB17,R&D-CRIME PREVENT & CONT-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB17,R&D- COMMUNITY SVC/DEVELOP: CRIME PREVENTION/CONTROL (COMMERCIALIZED),10/1/2011,,,,,
AB20,R&D-FIRE PREVENT & CONT,10/1/1991,7/31/1999,,,,
AB21,FIRE PREVENTION AND CONTROL (BASIC),10/1/1991,9/30/2011,FIRE PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB21,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (BASIC RESEARCH),10/1/2011,,FIRE PREVENTION AND CONTROL  - BASIC RESEARCH,,,
AB22,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,FIRE PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB22,R&D-FIRE PREVENT & CONT-A RES/EXPL,8/15/1982,9/30/2011,FIRE PREVENTION AND CONTROL - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB23,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ADVANCED DEVELOPMENT),10/1/2011,,FIRE PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB23,R&D-FIRE PREVENT & CONT-ADV DEV,5/15/1982,9/30/2011,FIRE PREVENTION AND CONTROL  - ADVANCED DEVELOPMENT,,,
AB24,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (ENGINEERING DEVELOPMENT),10/1/2011,,FIRE PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB24,R&D-FIRE PREVENT & CONT-ENG DEV,10/15/1980,9/30/2011,FIRE PREVENTION AND CONTROL  - ENGINEERING DEVELOPMENT,,,
AB25,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,FIRE PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB25,R&D-FIRE PREVENT & CONT-OPSY DEV,4/15/1982,9/30/2011,FIRE PREVENTION AND CONTROL  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB26,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (MANAGEMENT/SUPPORT),10/1/2011,,FIRE PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB26,R&D-FIRE PREVENT & CONT-MGMT SUP,11/15/1978,9/30/2011,FIRE PREVENTION AND CONTROL  - MANAGEMENT AND SUPPORT,,,
AB27,R&D-FIRE PREVENT & CONT-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB27,R&D- COMMUNITY SVC/DEVELOP: FIRE PREVENTION/CONTROL (COMMERCIALIZED),10/1/2011,,,,,
AB30,R&D-RURAL SVCS & DEVELOP,10/1/1991,7/31/1999,,,,
AB31,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (BASIC RESEARCH),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB31,R&D-RURAL SVCS & DEVELOP-B RES,3/15/1980,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB32,R&D-RURAL SVCS & DEVELOP-A RES/EXPL,10/1/1991,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB32,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB33,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ADVANCED DEVELOPMENT),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB33,R&D-RURAL SVCS & DEVELOP-ADV DEV,10/1/1991,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB34,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (ENGINEERING DEVELOPMENT),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB34,R&D-RURAL SVCS & DEVELOP-ENG DEV,10/1/1991,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB35,R&D-RURAL SVCS & DEVELOP-OPSY DEV,10/1/1991,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB35,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB36,R&D-RURAL SVCS & DEVELOP-MGMT SUP,10/1/1991,9/30/2011,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB36,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (MANAGEMENT/SUPPORT),10/1/2011,,RURAL COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB37,R&D-RURAL SVCS & DEVELOP-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB37,R&D- COMMUNITY SERVICE/DEVELOPMENT: RURAL (COMMERCIALIZED),10/1/2011,,,,,
AB40,R&D-URBAN SVCS & DEVELOP,10/15/1980,7/31/1999,,,,
AB41,R&D-URBAN SVCS & DEVELOP-B RES,10/15/1982,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB41,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (BASIC RESEARCH),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB42,R&D-URBAN SVCS & DEVELOP-A RES/EXPL,10/1/1991,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB42,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB43,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ADVANCED DEVELOPMENT),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB43,R&D-URBAN SVCS & DEVELOP-ADV DEV,7/15/1981,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB44,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (ENGINEERING DEVELOPMENT),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB44,R&D-URBAN SVCS & DEVELOP-ENG DEV,10/1/1991,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB45,R&D-URBAN SVCS & DEVELOP-OPSY DEV,10/1/1991,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB45,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB46,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (MANAGEMENT/SUPPORT),10/1/2011,,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB46,R&D-URBAN SVCS & DEVELOP-MGMT SUP,10/1/1991,9/30/2011,URBAN COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB47,R&D- COMMUNITY SERVICE/DEVELOPMENT: URBAN (COMMERCIALIZED),10/1/2011,,,,,
AB47,R&D-URBAN SVCS & DEVELOP-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB90,R&D-OTHER SVC & DEVELOP,4/15/1980,7/31/1999,,,,
AB91,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (BASIC RESEARCH),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB91,R&D-OTHER SVC & DEVELOP-B RES,1/15/1981,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - BASIC RESEARCH,,,
AB92,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB92,R&D-OTHER SVC & DEVELOP-A RES/EXPL,10/1/1991,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AB93,R&D-OTHER SVC & DEVELOP-ADV DEV,3/15/1979,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB93,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ADVANCED DEVELOPMENT),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ADVANCED DEVELOPMENT,,,
AB94,R&D-OTHER SVC & DEVELOP-ENG DEV,10/1/1991,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB94,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (ENGINEERING DEVELOPMENT),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - ENGINEERING DEVELOPMENT,,,
AB95,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB95,R&D-OTHER SVC & DEVELOP-OPSY DEV,7/15/1980,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AB96,R&D-OTHER SVC & DEVELOP-MGMT SUP,1/15/1980,9/30/2011,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB96,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (MANAGEMENT/SUPPORT),10/1/2011,,OTHER COMMUNITY SERVICES AND DEVELOPMENT  - MANAGEMENT AND SUPPORT,,,
AB97,R&D-OTHER SVC & DEVELOP-COMERCLIZ,10/1/1991,9/30/2011,,,,
AB97,R&D- COMMUNITY SERVICE/DEVELOPMENT: OTHER (COMMERCIALIZED),10/1/2011,,,,,
AC,DEFENSE SYSTEMS RandD,10/1/1979,,,,,
AC10,R&D-AIRCRAFT,10/1/1991,7/31/1999,,,,
AC11,R&D- DEFENSE SYSTEM: AIRCRAFT (BASIC RESEARCH),10/1/2011,,DEFENSE AIRCRAFT  - BASIC RESEARCH,,,
AC11,DEFENSE AIRCRAFT (BASIC),10/15/1978,9/30/2011,DEFENSE AIRCRAFT  - BASIC RESEARCH,,,
AC12,R&D- DEFENSE SYSTEM: AIRCRAFT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,DEFENSE AIRCRAFT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC12,R&D-AIRCRAFT-A RES/EXPL DEV,10/15/1978,9/30/2011,DEFENSE AIRCRAFT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC13,R&D- DEFENSE SYSTEM: AIRCRAFT (ADVANCED DEVELOPMENT),10/1/2011,,DEFENSE AIRCRAFT  - ADVANCED DEVELOPMENT,,,
AC13,DEFENSE AIRCRAFT (ADVANCED),10/15/1978,9/30/2011,DEFENSE AIRCRAFT  - ADVANCED DEVELOPMENT,,,
AC14,R&D- DEFENSE SYSTEM: AIRCRAFT (ENGINEERING DEVELOPMENT),10/1/2011,,DEFENSE AIRCRAFT  - ENGINEERING DEVELOPMENT,,,
AC14,DEFENSE AIRCRAFT (ENGINEERING),10/15/1978,9/30/2011,DEFENSE AIRCRAFT  - ENGINEERING DEVELOPMENT,,,
AC15,DEFENSE AIRCRAFT (OPERATIONAL),10/15/1978,9/30/2011,DEFENSE AIRCRAFT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC15,R&D- DEFENSE SYSTEM: AIRCRAFT (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,DEFENSE AIRCRAFT  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC16,R&D-AIRCRAFT-MGMT SUP,10/15/1978,9/30/2011,DEFENSE AIRCRAFT  - MANAGEMENT AND SUPPORT,,,
AC16,R&D- DEFENSE SYSTEM: AIRCRAFT (MANAGEMENT/SUPPORT),10/1/2011,,DEFENSE AIRCRAFT  - MANAGEMENT AND SUPPORT,,,
AC17,R&D- DEFENSE SYSTEM: AIRCRAFT (COMMERCIALIZED),10/1/2011,,,,,
AC17,R&D-AIRCRAFT-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC20,R&D-MISSILE & SPACE SYS,10/15/1979,7/31/1999,,,,
AC21,R&D-MISSILE & SPACE SYS-B RES,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS  - BASIC RESEARCH,,,
AC21,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (BASIC RESEARCH),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS  - BASIC RESEARCH,,,
AC22,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC22,R&D-MISSILE & SPACE SYS-A RES/EXPL,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC23,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ADVANCED DEVELOPMENT),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS  - ADVANCED DEVELOPMENT,,,
AC23,R&D-MISSILE & SPACE SYS-ADV DEV,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS  - ADVANCED DEVELOPMENT,,,
AC24,R&D-MISSILE & SPACE SYS-ENG DEV,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS  - ENGINEERING DEVELOPMENT,,,
AC24,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (ENGINEERING DEVELOPMENT),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS  - ENGINEERING DEVELOPMENT,,,
AC25,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC25,R&D-MISSILE & SPACE SYS-OPSY DEV,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC26,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (MANAGEMENT/SUPPORT),10/1/2011,,DEFENSE MISSILE AND SPACE SYSTEMS  - MANAGEMENT AND SUPPORT,,,
AC26,R&D-MISSILE & SPACE SYS-MGMT SUP,10/15/1978,9/30/2011,DEFENSE MISSILE AND SPACE SYSTEMS  - MANAGEMENT AND SUPPORT,,,
AC27,R&D-MISSILE & SPACE SYS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC27,R&D- DEFENSE SYSTEM: MISSILE/SPACE SYSTEMS (COMMERCIALIZED),10/1/2011,,,,,
AC30,R&D-SHIPS,10/1/1991,7/31/1999,,,,
AC31,DEFENSE SHIPS (BASIC),12/15/1978,9/30/2011,DEFENSE SHIPS  - BASIC RESEARCH,,,
AC31,R&D- DEFENSE SYSTEM: SHIPS (BASIC RESEARCH),10/1/2011,,DEFENSE SHIPS  - BASIC RESEARCH,,,
AC32,R&D- DEFENSE SYSTEM: SHIPS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,DEFENSE SHIPS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC32,DEFENSE SHIPS (APPLIED/EXPLORATORY),11/15/1978,9/30/2011,DEFENSE SHIPS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC33,DEFENSE SHIPS (ADVANCED),10/15/1978,9/30/2011,DEFENSE SHIPS  - ADVANCED DEVELOPMENT,,,
AC33,R&D- DEFENSE SYSTEM: SHIPS (ADVANCED DEVELOPMENT),10/1/2011,,DEFENSE SHIPS  - ADVANCED DEVELOPMENT,,,
AC34,R&D- DEFENSE SYSTEM: SHIPS (ENGINEERING DEVELOPMENT),10/1/2011,,DEFENSE SHIPS  - ENGINEERING DEVELOPMENT,,,
AC34,DEFENSE SHIPS (ENGINEERING),10/15/1978,9/30/2011,DEFENSE SHIPS  - ENGINEERING DEVELOPMENT,,,
AC35,R&D- DEFENSE SYSTEM: SHIPS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,DEFENSE SHIPS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC35,DEFENSE SHIPS (OPERATIONAL),12/15/1978,9/30/2011,DEFENSE SHIPS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC36,DEFENSE SHIPS (MANAGEMENT/SUPPORT),10/15/1978,9/30/2011,DEFENSE SHIPS  - MANAGEMENT AND SUPPORT,,,
AC36,R&D- DEFENSE SYSTEM: SHIPS (MANAGEMENT/SUPPORT),10/1/2011,,DEFENSE SHIPS  - MANAGEMENT AND SUPPORT,,,
AC37,R&D- DEFENSE SYSTEM: SHIPS (COMMERCIALIZED),10/1/2011,,,,,
AC37,R&D-SHIPS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC40,R&D-TANK - AUTOMOTIVE,10/1/1991,7/31/1999,,,,
AC41,DEFENSE TANK - AUTOMOTIVE (BASIC),11/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE  - BASIC RESEARCH,,,
AC41,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (BASIC RESEARCH),10/1/2011,,DEFENSE TANK - AUTOMOTIVE  - BASIC RESEARCH,,,
AC42,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,DEFENSE TANK - AUTOMOTIVE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC42,R&D-TANK - AUTOMOTIVE-A RES/EXPL DE,11/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC43,R&D-TANK - AUTOMOTIVE-ADV DEV,10/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE  - ADVANCED DEVELOPMENT,,,
AC43,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ADVANCED DEVELOPMENT),10/1/2011,,DEFENSE TANK - AUTOMOTIVE  - ADVANCED DEVELOPMENT,,,
AC44,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (ENGINEERING DEVELOPMENT),10/1/2011,,DEFENSE TANK - AUTOMOTIVE  - ENGINEERING DEVELOPMENT,,,
AC44,R&D-TANK - AUTOMOTIVE-ENG DEV,10/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE  - ENGINEERING DEVELOPMENT,,,
AC45,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,DEFENSE TANK - AUTOMOTIVE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC45,R&D-TANK - AUTOMOTIVE-OPSY DEV,10/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC46,R&D-TANK - AUTOMOTIVE-MGMT SUP,12/15/1978,9/30/2011,DEFENSE TANK - AUTOMOTIVE  - MANAGEMENT AND SUPPORT,,,
AC46,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (MANAGEMENT/SUPPORT),10/1/2011,,DEFENSE TANK - AUTOMOTIVE  - MANAGEMENT AND SUPPORT,,,
AC47,R&D- DEFENSE SYSTEM: TANK/AUTOMOTIVE (COMMERCIALIZED),10/1/2011,,,,,
AC47,R&D-TANK - AUTOMOTIVE-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC50,R&D-WEAPONS,10/1/1991,7/31/1999,,,,
AC51,WEAPONS (BASIC),10/15/1978,9/30/2011,WEAPONS  - BASIC RESEARCH,,,
AC51,R&D- DEFENSE SYSTEM: WEAPONS (BASIC RESEARCH),10/1/2011,,WEAPONS  - BASIC RESEARCH,,,
AC52,R&D- DEFENSE SYSTEM: WEAPONS (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,WEAPONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC52,WEAPONS (APPLIED/EXPLORATORY),10/15/1978,9/30/2011,WEAPONS - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
AC53,R&D- DEFENSE SYSTEM: WEAPONS (ADVANCED DEVELOPMENT),10/1/2011,,WEAPONS  - ADVANCED DEVELOPMENT,,,
AC53,WEAPONS (ADVANCED),10/15/1978,9/30/2011,WEAPONS  - ADVANCED DEVELOPMENT,,,
AC54,WEAPONS (ENGINEERING),10/15/1978,9/30/2011,WEAPONS  - ENGINEERING DEVELOPMENT,,,
AC54,R&D- DEFENSE SYSTEM: WEAPONS (ENGINEERING DEVELOPMENT),10/1/2011,,WEAPONS  - ENGINEERING DEVELOPMENT,,,
AC55,WEAPONS (OPERATIONAL),11/15/1978,9/30/2011,WEAPONS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC55,R&D- DEFENSE SYSTEM: WEAPONS (OPERATIONAL SYSTEMS DEVELOPMENT),10/1/2011,,WEAPONS  - OPERATIONAL SYSTEMS DEVELOPMENT,,,
AC56,R&D- DEFENSE SYSTEM: WEAPONS (MANAGEMENT/SUPPORT),10/1/2011,,WEAPONS  - MANAGEMENT AND SUPPORT,,,
AC56,WEAPONS (MANAGEMENT/SUPPORT),10/15/1978,9/30/2011,WEAPONS  - MANAGEMENT AND SUPPORT,,,
AC57,R&D- DEFENSE SYSTEM: WEAPONS (COMMERCIALIZED),10/1/2011,,,,,
AC57,R&D-WEAPONS-COMERCLIZ,10/1/1991,9/30/2011,,,,
AC60,R&D-ELECTRONICS & COMM EQ,2/15/1979,7/31/1999,,,,
AC61,R&D-ELECTRONICS & COMM EQ-B RES,10/15/1978,9/30/2011,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - BASIC RESEARCH,,,
AC61,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (BASIC RESEARCH),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT  - BASIC RESEARCH,,,
AC62,R&D- DEFENSE SYSTEM: ELECTRONICS/COMMUNICATION EQUIPMENT (APPLIED RESEARCH/EXPLORATORY DEVELOPMENT),10/1/2011,,DEFENSE ELECTRONICS AND COMMUNICATION EQUIPMENT - APPLIED RESEARCH/EXPLORATORY DEVELOPMENT,,,
